Timestamp,Date and Time,MAX,MIN,GUESS
1444435200,2015-10-10T00:00:00,3.48537,1.0473,2.15567
1444521600,2015-10-11T00:00:00,3.4819,1.04626,2.15352
1444608000,2015-10-12T00:00:00,3.45407,1.03789,2.13631
1444694400,2015-10-13T00:00:00,3.40189,1.02222,2.10404
1444780800,2015-10-14T00:00:00,3.46103,1.03998,2.14061
1444867200,2015-10-15T00:00:00,3.55212,1.06736,2.19695
1444953600,2015-10-16T00:00:00,3.62927,1.09054,2.24467
1445040000,2015-10-17T00:00:00,3.56719,1.07189,2.20627
1445126400,2015-10-18T00:00:00,3.54342,1.06474,2.19157
1445212800,2015-10-19T00:00:00,3.63453,1.09212,2.24792
1445299200,2015-10-20T00:00:00,3.61069,1.08496,2.23318
1445385600,2015-10-21T00:00:00,3.58693,1.07782,2.21848
1445472000,2015-10-22T00:00:00,3.56604,1.07154,2.20556
1445558400,2015-10-23T00:00:00,3.56255,1.07049,2.2034
1445644800,2015-10-24T00:00:00,3.59041,1.07886,2.22063
1445731200,2015-10-25T00:00:00,3.6322,1.09142,2.24648
1445817600,2015-10-26T00:00:00,3.58345,1.07677,2.21633
1445904000,2015-10-27T00:00:00,3.6914,1.10921,2.2831
1445990400,2015-10-28T00:00:00,3.66006,1.09979,2.26371
1446076800,2015-10-29T00:00:00,3.64032,1.09386,2.2515
1446163200,2015-10-30T00:00:00,3.688,1.10819,2.28099
1446249600,2015-10-31T00:00:00,3.74518,1.12537,2.31636
1446336000,2015-11-01T00:00:00,3.77157,1.1333,2.33268
1446422400,2015-11-02T00:00:00,3.75856,1.12939,2.32463
1446508800,2015-11-03T00:00:00,3.77094,1.13311,2.33229
1446595200,2015-11-04T00:00:00,3.84925,1.15664,2.38072
1446681600,2015-11-05T00:00:00,3.85282,1.15771,2.38293
1446768000,2015-11-06T00:00:00,3.75667,1.12882,2.32346
1446854400,2015-11-07T00:00:00,3.79584,1.14059,2.34769
1446940800,2015-11-08T00:00:00,3.72819,1.12026,2.30584
1447027200,2015-11-09T00:00:00,3.73531,1.1224,2.31025
1447113600,2015-11-10T00:00:00,3.6819,1.10635,2.27721
1447200000,2015-11-11T00:00:00,3.79662,1.14083,2.34817
1447286400,2015-11-12T00:00:00,3.81596,1.14664,2.36013
1447372800,2015-11-13T00:00:00,3.95711,1.18905,2.44743
1447459200,2015-11-14T00:00:00,3.94919,1.18667,2.44254
1447545600,2015-11-15T00:00:00,3.99681,1.20098,2.47198
1447632000,2015-11-16T00:00:00,4.13625,1.24288,2.55823
1447718400,2015-11-17T00:00:00,4.23345,1.27209,2.61834
1447804800,2015-11-18T00:00:00,4.09409,1.23021,2.53215
